interaction_id,user_id,product_id,event_type,rating,timestamp
134,A1JCX0Y2CCM4DH,B002Y6CJJ8,purchase,5.0,2012-08-13
135,A3HJEUFFZ0CMSG,B002HR8HV8,purchase,5.0,2014-03-10
136,A2YM3KILJ1G0YJ,B004FPIO18,add_to_cart,4.0,2011-01-25
137,A3JGH29K3TWWLB,B00744RB34,add_to_cart,4.0,2013-06-21
138,AUXF6GDRQKKZQ,B0002BEQJ8,purchase,5.0,2013-08-15
139,AL8I4PDQOHABI,B0028YB8MA,purchase,5.0,2010-01-15
140,A1FQRK4IDV9XKN,B001UI2FPE,purchase,5.0,2011-09-11
141,AHAL5UKWCVN3O,B002DPUUKK,add_to_cart,4.0,2013-11-25
142,A3UVLAVI8YI2E8,B005HMO6A6,purchase,5.0,2013-12-02
143,A2W2TAONMZ1VT,B000KU0PCS,purchase,5.0,2008-05-05
144,A26QOWLAH9J2JF,B00FFF7DAK,add_to_cart,4.0,2013-11-06
145,A2BX4PNE73E352,B000068O6B,add_to_cart,4.0,2012-11-09
146,A3FFO1LZO35ERP,B003M4UC2C,view,1.0,2013-01-06
147,A16W4E44KN0HXW,B0015AARJI,add_to_cart,4.0,2011-08-15
148,A1PQ22M5QHY4QP,B0030FMQ90,add_to_cart,4.0,2011-12-08
149,A7UPJYPAH73NC,B007XOQUY6,wishlist,3.0,2012-07-27
150,A1JOVP41EPZXJC,B00B7X2OV2,view,2.0,2014-07-18
151,AWJZCKIZ7539M,B004KA8Y4U,purchase,5.0,2014-05-28
152,AKMI0ZSIG2UCB,B0041G5Y9Q,add_to_cart,4.0,2011-06-10
153,AI885DTL6294E,B00HWMPSF6,add_to_cart,4.0,2014-06-21
154,A2BP1IDG7W1RWY,B008BLRMAG,purchase,5.0,2013-01-18
155,A2OXLWFVWEK0I9,B0040X4PUE,add_to_cart,4.0,2013-04-29
156,A4DVTFHDRJJC5,B0045JLPN8,purchase,5.0,2012-12-10
157,A2NKMYVUHTOSF9,B004YI7SNG,wishlist,3.0,2012-08-06
158,A2JWUF1HFE67GU,B00B8L36A6,purchase,5.0,2013-08-23
159,AJXGPBGTGUMKA,B00JLZ9YD4,view,2.0,2014-05-16
160,A2INC5JIVOWUG1,B00IRUS6VK,purchase,5.0,2014-06-19
161,A1FWFCJU2G7TRA,B003H3H4K6,purchase,5.0,2010-10-26
162,A22DGY7TK6LKUA,B001G5ZU0I,add_to_cart,4.0,2009-09-05
163,A3V4DQ1L3W6P8Q,B003FP7OYM,purchase,5.0,2011-12-26
164,A1O5U7CJ5V4AFA,B00DH101WQ,purchase,5.0,2014-04-03
165,A3L5NSJHMFENAW,B008H3B736,view,1.0,2012-12-16
166,A2MNGG6MODVLTG,B007JOO4YS,add_to_cart,4.0,2013-01-21
167,A3BJGPXDGZI6FW,B00HWZ49DU,purchase,5.0,2014-07-21
168,A2BZ16RKE13PKV,B005L38XLY,add_to_cart,4.0,2011-11-04
169,A2HIF566UTH7WC,B0067I4Z6O,purchase,5.0,2014-04-30
170,A129GXSSO77ZXF,B000K4V4X8,purchase,5.0,2013-06-28
171,A2ONS58BJ2H6NW,B001P3O3MC,wishlist,3.0,2009-04-18
172,A3QOW1CB943J3U,B00825BZUY,view,2.0,2013-10-30
173,A13E2625YUR0M3,B00076QA6K,wishlist,3.0,2007-05-28
174,A2UFZ5ELTPKBKK,B000ANOY7M,view,1.0,2010-10-13
175,A3HYDAJJ6BJZI6,B00EPKSVRA,wishlist,3.0,2014-03-25
176,A3HXVYSPNC1A9J,B00AA6J1Z4,purchase,5.0,2014-02-07
177,AOVT0NT3HW9A7,B001XURP7W,purchase,5.0,2013-03-03
178,ARXU3FESTWMJJ,B00003CWDG,view,1.0,2007-03-29
179,A38YGTZ22WKWF1,B0019EHU8G,add_to_cart,4.0,2012-12-03
180,AHDD156HJ8TMY,B005LJWJSG,add_to_cart,4.0,2013-05-01
181,A9QFFRI9CM1XJ,B001D8GR00,purchase,5.0,2011-03-23
182,A2FB472O4G9O6F,B005GCSZD6,view,2.0,2012-11-28
183,AQOY334UL0B95,B00BVUQZZ2,wishlist,3.0,2013-07-10
184,A10H073G5MOLJA,B0038W0K1G,wishlist,3.0,2010-08-18
185,A1NN4VT8V3NIFA,B00FDIKV3A,add_to_cart,4.0,2014-02-12
186,A26D8IVRS6FUY3,B004AFDNAK,purchase,5.0,2013-05-29
187,ABKIUV48OBTMG,B0047FWGDS,wishlist,3.0,2013-01-21
188,A1DIHSR3W0S2S9,B009VK26J8,add_to_cart,4.0,2014-02-10
189,A35XSKT6NPBJIP,B003B4D5QS,purchase,5.0,2011-03-25
190,AZ55Y12OHOYK4,B006L6ZL8I,purchase,5.0,2013-12-30
191,A1A5D46U1N9E88,B00DR0PDNE,purchase,5.0,2014-05-26
192,A22BC5QKVZGM96,B002QK4AV2,add_to_cart,4.0,2013-04-17
193,A3A9T8N5FRWV3M,B002PAQY76,add_to_cart,4.0,2012-09-19
194,A2KI0LAYW1AM7R,B00FRKOFIQ,wishlist,3.0,2014-05-24
195,A1BUWOQKOAGLDC,B004AGX4YO,purchase,5.0,2013-06-08
196,A1QIFYGJPGARO3,B009MSGEHO,purchase,5.0,2013-01-01
197,A2NORKEGHQHLT1,B003ELVLKU,purchase,5.0,2013-03-03
198,A2HGGL69B08XK8,B002PHM0XQ,view,2.0,2010-09-20
199,A17IMN33E1LV9S,B003UH0Z9Q,add_to_cart,4.0,2014-01-07
200,A3FH2LTPJU3NXR,B005LJQPE0,purchase,5.0,2013-03-21
201,A3P8N3YORM08CA,B009YQ8BTI,add_to_cart,4.0,2013-07-31
202,AZMY6E8B52L2T,B00CBCUS1G,purchase,5.0,2013-08-25
203,AP6KZ4YEHX5GW,B00CGW74YU,view,2.0,2014-02-26
204,A14SSIFAYU88MH,B002SGATH8,view,1.0,2012-06-13
205,A23X4FTABOP3FF,B005HSG31K,view,2.0,2011-10-17
206,A2ESGTC8OVQCCA,B004I4WY0S,purchase,5.0,2013-09-17
207,A1IQPCSA7POPL4,B00C9O767K,wishlist,3.0,2014-05-17
208,ABKEFGX8EZK0Q,B00CZ6WAEQ,wishlist,3.0,2014-02-13
209,A2OT31WYQ9HLSJ,B00486TH7E,add_to_cart,4.0,2013-12-17
210,A10Y058K7B96C6,B005FDXMJS,add_to_cart,4.0,2011-12-12
211,A3JU2LXH369V08,B000BUDHNQ,add_to_cart,4.0,2010-03-27
212,A141MRPM8U1RHF,B00CGUMR2Q,purchase,5.0,2014-06-27
213,AX7317G153T8W,B0044DEDC0,purchase,5.0,2011-08-17
214,A3FF9D13P8ODWE,B0091PBALS,purchase,5.0,2012-12-28
215,A1TO7PNJ6W7OB4,B0054LQK0E,purchase,5.0,2013-01-23
216,A1E3T4V1N3E9H8,B0002Y6CYM,purchase,5.0,2013-01-13
217,A2HSJ5KAPWH53F,B00D77JY6O,add_to_cart,4.0,2014-03-24
218,A2LYFLVWIZINWS,B0002MQGKO,purchase,5.0,2008-03-07
219,A2XWVY6ETBH4C,B004V4IWHY,purchase,5.0,2011-08-05
220,A3S0C5CUPKEZXL,B00F3ZN0CC,add_to_cart,4.0,2014-06-27
221,A8WAR771QC0M,B001G04VJO,add_to_cart,4.0,2014-05-13
222,A2NFE8DGI2PO8E,B001FVI91U,purchase,5.0,2014-02-13
223,AHCMCK4862ICV,B00452V66G,view,1.0,2011-03-19
224,A2C91UMVZU08G,B00CRXZMXI,purchase,5.0,2013-11-06
225,AS9J91RVE9WWS,B009EP2KG4,purchase,5.0,2013-05-24
226,A10N9KVV3DIUWD,B004JR9V8M,purchase,5.0,2012-06-13
227,A29LNXUJP5ANAL,B00005B8HO,add_to_cart,4.0,2002-12-30
228,A1O24JEET2NP5U,B0018YSK0E,wishlist,3.0,2009-06-17
229,A3CSEQXU6YCQBJ,B003VYEYE0,purchase,5.0,2011-07-18
230,A38KK0SZYEH5UD,B00005KHSM,purchase,5.0,2010-03-21
231,AKPWFZXEZGUZ3,B000FBSREU,purchase,5.0,2009-06-27
232,AF061Y2AGKT3O,B005FJ7OF0,purchase,5.0,2013-12-12
233,A2GUVC0RUA7W9X,B0019SEGUW,purchase,5.0,2014-04-28
234,A1K8GROZYEPMQP,B001DVZXC0,purchase,5.0,2009-07-04
235,ABUNQDZP3KZ2W,B00B3YQGHS,purchase,5.0,2013-07-21
236,A1RASEMPON02NQ,B0013OM528,view,1.0,2013-12-30
237,A1EH03560DQQ4W,B000V8RCTS,view,1.0,2010-05-17
238,A2CZ20920W2ETF,B0062IPIPQ,purchase,5.0,2014-03-07
239,A2R392KW0WCMCE,B005ISV72Y,view,1.0,2011-11-11
240,A2D98S1RJOQ4IF,B000V1O1JO,purchase,5.0,2014-02-22
241,A184ZNI4K5ZSHY,B00007GQLS,purchase,5.0,2010-08-21
242,A1TKRAMQ27YXG9,B000RO61DO,add_to_cart,4.0,2010-07-08
243,A3IPDGNMA9GXJ6,B0000E1VRT,add_to_cart,4.0,2013-07-17
244,A8GR07QT1PT3G,B007VQLJ60,purchase,5.0,2013-11-23
245,A39FMRGSYGLO45,B005VTIMEQ,purchase,5.0,2013-05-31
246,A1RSGDRA57QN6J,B004P8K24W,view,1.0,2012-04-25
247,A3MULVT7QSEV0Z,B009A5204K,purchase,5.0,2013-01-18
248,A2H7AOXP8KUXQ1,B00C9W27RQ,purchase,5.0,2013-10-05
249,A1YK3DLWH5MJ8M,B006ZTMEZ4,add_to_cart,4.0,2013-07-26
250,A1TF8YM1TQXV41,B003DWXST2,view,2.0,2014-02-12
251,A33AJ1MSMEIA3C,B00005NCWK,purchase,5.0,2008-03-10
252,A1QSKVDNMZWZCW,B007JF861O,purchase,5.0,2013-04-19
253,A3TM1T3A2R24M9,B00COYOAYW,wishlist,3.0,2013-07-31
254,A16FFB80EGBH08,B002RL875A,purchase,5.0,2011-02-16
255,A23GBH7IJZD6HK,B00316263Y,purchase,5.0,2011-11-29
256,ANSV4TGRPI6CZ,B000OGX5AM,add_to_cart,4.0,2013-08-30
257,A3W3Z6CW18SXX1,B002NKM4C2,view,2.0,2014-04-05
258,AM54IIJJVLW0C,B001HN6CVA,purchase,5.0,2012-05-14
259,A7P7ETMXVALAR,B00APTIYPO,purchase,5.0,2013-07-24
260,A2DKUKHFSBCKCW,B000VNMKJ0,add_to_cart,4.0,2010-12-09
261,A2JVC2IIA4KUCU,B003JZC5HY,wishlist,3.0,2010-09-13
262,A2TLISI5OZ83UK,B000AQF4JG,purchase,5.0,2010-08-18
263,A56HS2VNURVJ0,B004SPVZKW,purchase,5.0,2012-07-30
264,AARVQS2FQQVVB,B00L4HJCZC,purchase,5.0,2014-06-22
265,A1ABCPF4JW9ZLP,B00E39EWPS,view,2.0,2014-07-19
266,A3PHKR5SYBONZ2,B000BSJGL0,view,1.0,2013-01-31
267,A3CV871DJQ3U2C,B009UZJ8I6,purchase,5.0,2013-04-09
268,A3682UQ4G35WSX,B00007EDM8,wishlist,3.0,2009-04-22
269,A3CD6L3AQ5T2E7,B00356SEMM,purchase,5.0,2013-01-27
270,AYNTULRNAIPNY,B004CLYEFK,add_to_cart,4.0,2011-07-21
271,A29R0SOFYZ0374,B0015EA3NO,purchase,5.0,2013-01-02
272,A1U06CGNYBRJ7X,B00007056H,wishlist,3.0,2011-10-17
273,A2BH9NG0YE7IHX,B0038OMEQI,view,1.0,2010-11-14
274,A2PM3D7CY9FUDG,B00AJIZBWA,add_to_cart,4.0,2013-09-08
275,AGGDI4VWPPZ6J,B0051FWA7U,purchase,5.0,2011-12-08
276,AO2FXIAM4EKOS,B0002MPNLC,purchase,5.0,2010-12-30
277,A3AHT10SFS415A,B000F65770,add_to_cart,4.0,2007-08-28
278,A1VLE2SH9J8WYS,B0015DYMVO,purchase,5.0,2011-02-11
279,ALXLK9DGZYSY9,B0016BFZBQ,add_to_cart,4.0,2009-01-11
280,AW73E7O2OTR2K,B003EOQ90E,view,1.0,2010-10-17
281,AXIIG2W0PKN8P,B0054L8GVK,purchase,5.0,2013-09-03
282,A2EIMJMWXSK5XC,B009VV56TY,purchase,5.0,2014-03-14
283,A3U16LITWT2PQJ,B003VTZ070,purchase,5.0,2013-07-05
284,A2Q79J76PISBAJ,B000J36XR2,purchase,5.0,2010-12-21
285,A35RUT4P1Y2AJA,B003UE52ME,purchase,5.0,2014-06-07
286,A3NNOOXF7E866Q,B00332X1M6,purchase,5.0,2013-03-05
287,A1UWSU5ETQRQKX,B003ZYDQVI,wishlist,3.0,2010-12-11
288,A3L84LFWS62IY5,B0037NYQ7K,purchase,5.0,2012-12-29
289,A16QOD7FWYQ62,B000BOLHH0,purchase,5.0,2012-07-26
290,A228O5I7XWT0CJ,B000UEZ36W,purchase,5.0,2013-05-31
291,A2KWOC600DMC0W,B004DLOYAY,add_to_cart,4.0,2013-06-25
292,A1WLN1IJXGYS6I,B00ADI03WY,purchase,5.0,2014-02-21
293,A3UZK16LHEA6EA,B005DIBHA6,purchase,5.0,2014-03-17
294,A14BR6GL1BRZ6F,B002BFNZAO,add_to_cart,4.0,2009-07-15
295,A3LXD4U63JONVV,B001UHOR88,add_to_cart,4.0,2013-02-10
296,A34E7SNDV4CG7S,B008NC42UG,add_to_cart,4.0,2012-10-31
297,A3D0ZUO09OMJ3,B00G5AEZWI,purchase,5.0,2014-04-22
298,AMZRPLYG5X1Q9,B0032BH46M,purchase,5.0,2013-05-26
299,A2V9DTXTQ5YIMK,B0033A7K7A,purchase,5.0,2010-05-25
300,A21EZ96XI4KITM,B003EEMDLI,view,1.0,2011-06-10
301,AUTJ8J0UYE5V7,B004TG67YY,purchase,5.0,2013-10-21
302,A305I3LTO37F53,B008DWYBZM,add_to_cart,4.0,2013-12-24
303,A3GC7W3GC77MSO,B00155RGYM,purchase,5.0,2009-08-22
304,AZBAG1IXQ661F,B004WBR8C6,add_to_cart,4.0,2013-09-21
305,A32HV88TYXC2TZ,B005IHAIC0,purchase,5.0,2012-06-06
306,ABVCTE9EURPUV,B00CCEWV4A,add_to_cart,4.0,2014-04-22
307,A1FOYFP25YJLDH,B002JQNXZC,purchase,5.0,2014-02-05
308,A37AJKN9EYGVQ4,B0056IHYF0,add_to_cart,4.0,2013-04-08
309,A3D7BGK0P5QY0X,B001HBIYSG,purchase,5.0,2013-01-15
310,A2TOUMUWSN7FJY,B000QW9DPU,purchase,5.0,2009-02-20
311,A3UAN0C3CHEMZA,B000OCRCKA,add_to_cart,4.0,2011-04-04
312,A3D0VL4P531NWY,B003XIJ3MW,purchase,5.0,2010-12-04
313,A38Z2QSVGNWWKX,B00752QXZ2,purchase,5.0,2013-06-06
314,A883LTR8L3WDX,B002GU5XK4,purchase,5.0,2013-05-02
315,A21OOZLUPQ54TP,B000CRFOMK,purchase,5.0,2013-05-23
316,A9L3WQK604Q4F,B00834SJNA,add_to_cart,4.0,2013-03-24
317,A24TRP9KEHED2I,B00316263Y,purchase,5.0,2014-04-01
318,AC0I484ANQWNG,B003B4VLJQ,purchase,5.0,2012-12-08
319,A10JH1023B1IXZ,B001PUSERA,purchase,5.0,2014-06-29
320,A1004HHMSDY5IP,B001EQ4C4E,add_to_cart,4.0,2009-11-19
321,A3AX4T4PETTDCA,B000GA7048,purchase,5.0,2007-12-25
322,A2BMMAG1FO41VK,B0045NYLT4,purchase,5.0,2012-04-10
323,A2WJ44HYL056PB,B003B4BBFK,add_to_cart,4.0,2013-05-26
324,AKXR0YY1I4PQ6,B006UIFTTS,purchase,5.0,2014-06-16
325,A24VUKKAKYAOC0,B004XXQI1U,add_to_cart,4.0,2013-04-14
326,A1E9UYR985DQJM,B001D8NMJ4,purchase,5.0,2010-02-03
327,A2XMG6OYFAWVB,B00AARUTBS,purchase,5.0,2013-05-22
328,A1F5MACCAVPJ4O,B0089VO7MY,purchase,5.0,2013-02-26
329,ALNRUJ4GAWW69,B00695LU5O,purchase,5.0,2012-10-26
330,A2IKLKJLWRO216,B004HO58SO,purchase,5.0,2011-12-07
331,A11SU5H9FNX6J6,B00008BQVP,add_to_cart,4.0,2003-10-15
332,A2SA9QTP0EBN0J,B008V99350,purchase,5.0,2014-04-29
333,A22ENIPLA30420,B00155PSSS,purchase,5.0,2013-03-13
334,A1WJRP2J4MOH0S,B003XIJ566,purchase,5.0,2013-03-14
335,A18L7O80726FHA,B0041Q38PI,add_to_cart,4.0,2011-02-14
336,AUZZN12E84295,B0083LGMLE,view,1.0,2013-02-11
337,A3RGZHC7GCKUTR,B009P7N876,purchase,5.0,2013-07-04
338,A2IPC51HL9UUYF,B001URY8CI,add_to_cart,4.0,2009-05-25
339,A3G86RMDGTI4WD,B008OEHV6U,add_to_cart,4.0,2013-05-26
340,A2DOV1ZRN5FWIG,B008QZTJH6,purchase,5.0,2014-04-14
341,AYYUUYFG0YG1,B007XWHGIC,wishlist,3.0,2013-06-13
342,A2TWW9LDI1Z1BQ,B000P0NX3G,purchase,5.0,2014-05-20
343,A68QS1MX8CUPH,B002VPE1Q6,add_to_cart,4.0,2014-04-21
