product_id,name,category,subcategory,brand,price,rating,num_reviews,in_stock,tags
B004SBBD8U,Product SBBD8U,Mobile,Devices,Samsung,82.94,4.481481481481482,81,True,"mobile,devices,samsung"
B003ZBZ64Q,Product ZBZ64Q,Camera,Gadgets,Asus,744.1,4.616438356164384,73,True,"camera,gadgets,asus"
B0053YLTBC,Product 3YLTBC,Networking,Components,Asus,1493.93,4.75,8,True,"networking,components,asus"
B0048BPI7C,Product 8BPI7C,Mobile,Peripherals,Canon,563.62,3.5,2,True,"mobile,peripherals,canon"
B007O5ATC8,Product O5ATC8,Electronics,Accessories,Canon,1320.98,3.6666666666666665,6,True,"electronics,accessories,canon"
B003Y5T464,Product Y5T464,Networking,Peripherals,Bose,1073.47,3.4444444444444446,18,True,"networking,peripherals,bose"
B00794RDVY,Product 94RDVY,Computers,Accessories,Logitech,393.32,3.8125,16,True,"computers,accessories,logitech"
B000GABCY2,Product GABCY2,Audio,Accessories,HP,75.47,4.0,13,True,"audio,accessories,hp"
B003ID3RRE,Product ID3RRE,Electronics,Peripherals,Samsung,1325.19,1.0,1,True,"electronics,peripherals,samsung"
B000QJ3DZE,Product QJ3DZE,Audio,Components,Logitech,1214.68,4.571428571428571,7,True,"audio,components,logitech"
B00AN2W0VM,Product N2W0VM,Gaming,Gadgets,Sony,1063.33,3.0,1,True,"gaming,gadgets,sony"
B00FTV114Y,Product TV114Y,Computers,Peripherals,Anker,1467.97,5.0,1,True,"computers,peripherals,anker"
B001HLA3MG,Product HLA3MG,Computers,Devices,Asus,1411.33,4.333333333333333,3,True,"computers,devices,asus"
B002MCZ2L6,Product MCZ2L6,Electronics,Accessories,Anker,297.8,4.333333333333333,3,True,"electronics,accessories,anker"
B000GHNM02,Product GHNM02,Computers,Gadgets,Logitech,792.73,5.0,1,True,"computers,gadgets,logitech"
B002URXRI8,Product URXRI8,Mobile,Devices,Anker,318.95,5.0,1,True,"mobile,devices,anker"
B00ENL0CH8,Product NL0CH8,Computers,Gadgets,Dell,1337.54,4.0,1,True,"computers,gadgets,dell"
B004H2VUUQ,Product H2VUUQ,Audio,Components,Asus,72.23,5.0,1,True,"audio,components,asus"
B007IVCCIC,Product IVCCIC,Audio,Devices,Apple,1054.15,5.0,1,True,"audio,devices,apple"
B00KAXMQFE,Product AXMQFE,Networking,Peripherals,Apple,1017.22,4.0,2,True,"networking,peripherals,apple"
B000L484VW,Product L484VW,Audio,Gadgets,Anker,338.99,4.666666666666667,3,True,"audio,gadgets,anker"
B002WN1GOW,Product WN1GOW,Networking,Peripherals,Canon,1384.29,4.416666666666667,12,True,"networking,peripherals,canon"
B003ETHNA4,Product ETHNA4,Audio,Peripherals,Samsung,893.96,4.0,1,True,"audio,peripherals,samsung"
B00829THK0,Product 29THK0,Mobile,Gadgets,Logitech,1365.42,3.9178082191780823,73,True,"mobile,gadgets,logitech"
B0030UY5NA,Product 0UY5NA,Wearables,Gadgets,JBL,704.77,5.0,1,True,"wearables,gadgets,jbl"
B00FDXMQF6,Product DXMQF6,Networking,Accessories,Bose,1216.43,3.3333333333333335,3,True,"networking,accessories,bose"
B000BKJZ9Q,Product BKJZ9Q,Camera,Accessories,Dell,1222.18,4.3061224489795915,49,True,"camera,accessories,dell"
B00FQFHZAC,Product QFHZAC,Gaming,Devices,Logitech,997.93,3.5,2,True,"gaming,devices,logitech"
B005G89KI4,Product G89KI4,Electronics,Devices,JBL,645.97,5.0,4,True,"electronics,devices,jbl"
B003VAGXWK,Product VAGXWK,Audio,Devices,Bose,1356.59,4.426229508196721,61,True,"audio,devices,bose"
B0072ZXB8O,Product 2ZXB8O,Computers,Accessories,Logitech,1250.7,4.0,4,True,"computers,accessories,logitech"
B0063E3ZPO,Product 3E3ZPO,Wearables,Peripherals,Anker,353.54,4.0,4,True,"wearables,peripherals,anker"
B001A5V1K2,Product A5V1K2,Audio,Components,Apple,649.79,4.384615384615385,13,True,"audio,components,apple"
B00G5RXM16,Product 5RXM16,Computers,Components,Canon,219.7,3.7857142857142856,14,True,"computers,components,canon"
B0075SUK14,Product 5SUK14,Gaming,Gadgets,HP,48.35,4.72972972972973,37,True,"gaming,gadgets,hp"
B000B75RDW,Product B75RDW,Gaming,Accessories,Canon,124.73,4.428571428571429,7,True,"gaming,accessories,canon"
B00DVT373E,Product VT373E,Gaming,Gadgets,LG,156.27,4.8,5,True,"gaming,gadgets,lg"
B006K551WQ,Product K551WQ,Computers,Components,Dell,528.43,4.4,10,True,"computers,components,dell"
B00ARAHA5G,Product RAHA5G,Audio,Gadgets,Sony,1390.21,4.0,6,True,"audio,gadgets,sony"
B004HR0M4Q,Product HR0M4Q,Gaming,Accessories,LG,885.37,3.0,5,True,"gaming,accessories,lg"
B003FWHZ4Y,Product FWHZ4Y,Mobile,Accessories,Dell,1320.77,5.0,2,True,"mobile,accessories,dell"
B008D4X97Q,Product D4X97Q,Networking,Accessories,Anker,80.45,4.611111111111111,18,True,"networking,accessories,anker"
B0002ZAIMI,Product 2ZAIMI,Computers,Components,LG,953.12,4.0,4,True,"computers,components,lg"
B000SAB34O,Product SAB34O,Computers,Accessories,Sony,786.09,3.0,3,True,"computers,accessories,sony"
B000SJQB24,Product SJQB24,Audio,Devices,Samsung,248.56,4.857142857142857,7,True,"audio,devices,samsung"
B005J4C820,Product J4C820,Computers,Devices,Logitech,333.44,4.638888888888889,36,True,"computers,devices,logitech"
B0076R7FWQ,Product 6R7FWQ,Computers,Accessories,Bose,237.01,4.5,8,True,"computers,accessories,bose"
B00AAKLWGG,Product AKLWGG,Gaming,Devices,HP,366.21,4.125,8,True,"gaming,devices,hp"
B004TEOMH0,Product TEOMH0,Audio,Accessories,HP,12.26,5.0,1,True,"audio,accessories,hp"
B0038W0IZO,Product 8W0IZO,Gaming,Components,JBL,479.2,4.0,3,True,"gaming,components,jbl"
B006K553ZQ,Product K553ZQ,Networking,Devices,Anker,1471.44,5.0,1,True,"networking,devices,anker"
B00104XCWS,Product 04XCWS,Wearables,Components,Samsung,944.97,5.0,1,True,"wearables,components,samsung"
B000VWOKRG,Product VWOKRG,Networking,Devices,LG,813.55,3.3636363636363638,11,True,"networking,devices,lg"
B004YLCIC4,Product YLCIC4,Wearables,Peripherals,Apple,827.23,4.666666666666667,9,True,"wearables,peripherals,apple"
B000OG6I6A,Product OG6I6A,Gaming,Peripherals,Dell,903.89,4.571428571428571,21,True,"gaming,peripherals,dell"
B00CMJZAOI,Product MJZAOI,Networking,Components,HP,1112.95,4.2,5,True,"networking,components,hp"
B007T8QRNU,Product T8QRNU,Audio,Devices,JBL,1196.03,5.0,2,True,"audio,devices,jbl"
B003GDFJUO,Product GDFJUO,Electronics,Peripherals,Logitech,53.64,3.875,8,True,"electronics,peripherals,logitech"
B003CH1SL8,Product CH1SL8,Gaming,Accessories,Samsung,287.9,4.166666666666667,18,True,"gaming,accessories,samsung"
B004166T5E,Product 166T5E,Wearables,Gadgets,Asus,256.53,4.0,2,True,"wearables,gadgets,asus"
B0021IAJGO,Product 1IAJGO,Mobile,Peripherals,HP,575.49,3.0,2,True,"mobile,peripherals,hp"
B004GF1PC2,Product GF1PC2,Wearables,Peripherals,JBL,405.84,4.3076923076923075,13,True,"wearables,peripherals,jbl"
B00GZQWI6C,Product ZQWI6C,Mobile,Accessories,Samsung,1229.71,4.0,1,True,"mobile,accessories,samsung"
B004LTEUDO,Product LTEUDO,Computers,Peripherals,Samsung,622.07,4.653061224489796,49,True,"computers,peripherals,samsung"
B001IB0X8Y,Product IB0X8Y,Networking,Peripherals,HP,1262.56,3.3333333333333335,9,True,"networking,peripherals,hp"
B004QK7HI8,Product QK7HI8,Mobile,Peripherals,Canon,1075.25,4.041916167664671,167,True,"mobile,peripherals,canon"
B008HKJBMI,Product HKJBMI,Wearables,Devices,JBL,665.09,1.0,1,True,"wearables,devices,jbl"
B000AL7A0C,Product AL7A0C,Computers,Peripherals,Bose,1437.18,2.8333333333333335,6,True,"computers,peripherals,bose"
B0024G489W,Product 4G489W,Electronics,Gadgets,JBL,1187.37,5.0,1,True,"electronics,gadgets,jbl"
B00966IW72,Product 66IW72,Audio,Devices,Canon,1056.54,4.25,4,True,"audio,devices,canon"
B005GGTTZ0,Product GGTTZ0,Audio,Devices,HP,1176.87,4.6,55,True,"audio,devices,hp"
B004M8SWBU,Product M8SWBU,Audio,Components,Anker,634.71,4.833333333333333,6,False,"audio,components,anker"
B0021L9BZQ,Product 1L9BZQ,Mobile,Peripherals,Sony,175.3,4.333333333333333,3,True,"mobile,peripherals,sony"
B002Y6CJJ8,Product Y6CJJ8,Electronics,Gadgets,LG,622.77,4.511111111111111,90,True,"electronics,gadgets,lg"
B002HR8HV8,Product HR8HV8,Mobile,Gadgets,Dell,778.17,3.5,2,True,"mobile,gadgets,dell"
B004FPIO18,Product FPIO18,Networking,Components,Logitech,168.81,4.0,1,True,"networking,components,logitech"
B00744RB34,Product 44RB34,Mobile,Gadgets,Dell,561.78,4.0,1,True,"mobile,gadgets,dell"
B0002BEQJ8,Product 2BEQJ8,Electronics,Devices,Asus,1392.1,4.625,16,True,"electronics,devices,asus"
B0028YB8MA,Product 8YB8MA,Electronics,Accessories,Sony,207.26,4.2,5,True,"electronics,accessories,sony"
B001UI2FPE,Product UI2FPE,Networking,Devices,JBL,943.28,4.075949367088608,79,True,"networking,devices,jbl"
B002DPUUKK,Product DPUUKK,Electronics,Accessories,Dell,1268.48,4.205128205128205,39,True,"electronics,accessories,dell"
B005HMO6A6,Product HMO6A6,Wearables,Gadgets,Apple,1101.23,4.228070175438597,57,True,"wearables,gadgets,apple"
B000KU0PCS,Product KU0PCS,Electronics,Peripherals,Logitech,300.02,4.75,4,True,"electronics,peripherals,logitech"
B00FFF7DAK,Product FF7DAK,Audio,Accessories,Dell,618.26,3.4444444444444446,9,True,"audio,accessories,dell"
B000068O6B,Product 068O6B,Wearables,Devices,Dell,846.95,4.0,4,True,"wearables,devices,dell"
B003M4UC2C,Product M4UC2C,Wearables,Devices,JBL,209.5,2.5,4,True,"wearables,devices,jbl"
B0015AARJI,Product 5AARJI,Networking,Devices,Anker,397.78,4.5092592592592595,108,True,"networking,devices,anker"
B0030FMQ90,Product 0FMQ90,Camera,Devices,Samsung,992.57,4.555555555555555,9,False,"camera,devices,samsung"
B007XOQUY6,Product XOQUY6,Camera,Components,HP,1253.26,4.0,2,True,"camera,components,hp"
B00B7X2OV2,Product 7X2OV2,Electronics,Gadgets,Logitech,1412.84,4.333333333333333,6,True,"electronics,gadgets,logitech"
B004KA8Y4U,Product KA8Y4U,Wearables,Peripherals,Canon,323.25,4.111111111111111,9,True,"wearables,peripherals,canon"
B0041G5Y9Q,Product 1G5Y9Q,Camera,Components,Dell,821.4,4.0,1,True,"camera,components,dell"
B00HWMPSF6,Product WMPSF6,Camera,Gadgets,Logitech,959.07,3.25,4,True,"camera,gadgets,logitech"
B008BLRMAG,Product BLRMAG,Electronics,Accessories,Dell,1079.54,3.4,5,True,"electronics,accessories,dell"
B0040X4PUE,Product 0X4PUE,Camera,Components,LG,984.23,4.75,8,True,"camera,components,lg"
B0045JLPN8,Product 5JLPN8,Mobile,Components,Dell,1175.32,4.666666666666667,3,True,"mobile,components,dell"
B004YI7SNG,Product YI7SNG,Computers,Components,Anker,608.27,3.625,8,True,"computers,components,anker"
B00B8L36A6,Product 8L36A6,Networking,Components,Logitech,781.34,4.46875,32,False,"networking,components,logitech"
B00JLZ9YD4,Product LZ9YD4,Computers,Accessories,Samsung,254.8,3.0,2,True,"computers,accessories,samsung"
B00IRUS6VK,Product RUS6VK,Electronics,Devices,Logitech,52.14,4.0,3,True,"electronics,devices,logitech"
B003H3H4K6,Product H3H4K6,Audio,Components,Bose,258.89,5.0,1,True,"audio,components,bose"
B001G5ZU0I,Product G5ZU0I,Networking,Gadgets,Logitech,1066.47,3.857142857142857,7,True,"networking,gadgets,logitech"
B003FP7OYM,Product FP7OYM,Electronics,Devices,JBL,426.2,4.384615384615385,13,True,"electronics,devices,jbl"
B00DH101WQ,Product H101WQ,Wearables,Accessories,Dell,1127.59,4.875,8,True,"wearables,accessories,dell"
B008H3B736,Product H3B736,Audio,Peripherals,Asus,54.25,2.5,4,True,"audio,peripherals,asus"
B007JOO4YS,Product JOO4YS,Computers,Accessories,Bose,479.6,4.583333333333333,12,True,"computers,accessories,bose"
B00HWZ49DU,Product WZ49DU,Electronics,Peripherals,HP,87.35,5.0,1,True,"electronics,peripherals,hp"
B005L38XLY,Product L38XLY,Wearables,Gadgets,LG,1135.6,3.6666666666666665,3,True,"wearables,gadgets,lg"
B0067I4Z6O,Product 7I4Z6O,Networking,Peripherals,LG,618.06,4.333333333333333,15,True,"networking,peripherals,lg"
B000K4V4X8,Product K4V4X8,Networking,Components,Anker,279.35,3.75,8,True,"networking,components,anker"
B001P3O3MC,Product P3O3MC,Gaming,Devices,Bose,865.46,3.6666666666666665,3,True,"gaming,devices,bose"
B00825BZUY,Product 25BZUY,Wearables,Devices,Apple,1451.75,4.425925925925926,54,True,"wearables,devices,apple"
B00076QA6K,Product 76QA6K,Mobile,Components,Dell,84.05,3.4,5,True,"mobile,components,dell"
B000ANOY7M,Product ANOY7M,Camera,Devices,Logitech,916.55,3.6315789473684212,19,True,"camera,devices,logitech"
B00EPKSVRA,Product PKSVRA,Audio,Accessories,Apple,1045.02,3.5,2,True,"audio,accessories,apple"
B00AA6J1Z4,Product A6J1Z4,Wearables,Components,Logitech,1267.78,5.0,2,False,"wearables,components,logitech"
B001XURP7W,Product XURP7W,Gaming,Components,Anker,503.56,4.311688311688312,154,False,"gaming,components,anker"
B00003CWDG,Product 03CWDG,Camera,Devices,Sony,983.37,3.8461538461538463,13,True,"camera,devices,sony"
B0019EHU8G,Product 9EHU8G,Camera,Peripherals,Dell,133.69,4.863270777479893,373,False,"camera,peripherals,dell"
B005LJWJSG,Product LJWJSG,Electronics,Gadgets,HP,168.66,4.666666666666667,3,True,"electronics,gadgets,hp"
B001D8GR00,Product D8GR00,Camera,Peripherals,Apple,1081.24,4.0,4,True,"camera,peripherals,apple"
B005GCSZD6,Product GCSZD6,Mobile,Accessories,Asus,690.3,3.6923076923076925,26,True,"mobile,accessories,asus"
B00BVUQZZ2,Product VUQZZ2,Networking,Components,Canon,760.68,4.0,9,True,"networking,components,canon"
B0038W0K1G,Product 8W0K1G,Gaming,Components,Logitech,1308.3,3.857142857142857,14,True,"gaming,components,logitech"
B00FDIKV3A,Product DIKV3A,Camera,Accessories,HP,228.71,4.285714285714286,7,True,"camera,accessories,hp"
B004AFDNAK,Product AFDNAK,Electronics,Gadgets,Samsung,289.59,5.0,3,True,"electronics,gadgets,samsung"
B0047FWGDS,Product 7FWGDS,Mobile,Components,Apple,593.77,3.0,1,True,"mobile,components,apple"
B009VK26J8,Product VK26J8,Computers,Peripherals,Sony,570.95,3.5,8,True,"computers,peripherals,sony"
B003B4D5QS,Product B4D5QS,Networking,Accessories,Anker,844.6,5.0,1,True,"networking,accessories,anker"
B006L6ZL8I,Product L6ZL8I,Networking,Components,LG,659.98,3.7142857142857144,7,True,"networking,components,lg"
B00DR0PDNE,Product R0PDNE,Gaming,Peripherals,HP,446.04,3.9002320185614847,431,False,"gaming,peripherals,hp"
B002QK4AV2,Product QK4AV2,Networking,Accessories,Anker,1280.38,4.375,8,True,"networking,accessories,anker"
B002PAQY76,Product PAQY76,Camera,Accessories,Sony,235.38,4.0,1,True,"camera,accessories,sony"
B00FRKOFIQ,Product RKOFIQ,Electronics,Accessories,JBL,24.63,3.0,1,True,"electronics,accessories,jbl"
B004AGX4YO,Product AGX4YO,Networking,Gadgets,Apple,225.52,4.571428571428571,14,True,"networking,gadgets,apple"
B009MSGEHO,Product MSGEHO,Networking,Accessories,LG,724.12,4.666666666666667,6,False,"networking,accessories,lg"
B003ELVLKU,Product ELVLKU,Computers,Devices,Apple,883.5,4.395833333333333,48,True,"computers,devices,apple"
B002PHM0XQ,Product PHM0XQ,Computers,Devices,Apple,241.19,3.6153846153846154,13,True,"computers,devices,apple"
B003UH0Z9Q,Product UH0Z9Q,Audio,Accessories,Apple,864.81,4.433333333333334,30,True,"audio,accessories,apple"
B005LJQPE0,Product LJQPE0,Mobile,Components,Logitech,64.38,5.0,8,True,"mobile,components,logitech"
B009YQ8BTI,Product YQ8BTI,Camera,Devices,Logitech,933.77,4.181818181818182,11,True,"camera,devices,logitech"
B00CBCUS1G,Product BCUS1G,Networking,Peripherals,Dell,797.36,5.0,1,True,"networking,peripherals,dell"
B00CGW74YU,Product GW74YU,Wearables,Peripherals,Bose,633.23,4.6923076923076925,13,False,"wearables,peripherals,bose"
B002SGATH8,Product SGATH8,Networking,Components,Apple,1383.76,4.169014084507042,71,True,"networking,components,apple"
B005HSG31K,Product HSG31K,Electronics,Peripherals,Asus,658.21,4.214285714285714,14,True,"electronics,peripherals,asus"
B004I4WY0S,Product I4WY0S,Audio,Components,Anker,560.53,4.0,3,True,"audio,components,anker"
B00C9O767K,Product 9O767K,Mobile,Peripherals,Anker,341.39,4.333333333333333,3,False,"mobile,peripherals,anker"
B00CZ6WAEQ,Product Z6WAEQ,Wearables,Accessories,Bose,476.34,2.6666666666666665,6,False,"wearables,accessories,bose"
B00486TH7E,Product 86TH7E,Audio,Peripherals,Anker,336.47,4.0,1,True,"audio,peripherals,anker"
B005FDXMJS,Product FDXMJS,Gaming,Accessories,HP,271.04,3.72972972972973,37,True,"gaming,accessories,hp"
B000BUDHNQ,Product BUDHNQ,Mobile,Peripherals,Canon,629.87,3.2,5,True,"mobile,peripherals,canon"
B00CGUMR2Q,Product GUMR2Q,Networking,Peripherals,Logitech,97.09,4.416666666666667,12,True,"networking,peripherals,logitech"
B0044DEDC0,Product 4DEDC0,Networking,Peripherals,Sony,951.71,4.0,8,True,"networking,peripherals,sony"
B0091PBALS,Product 1PBALS,Mobile,Accessories,Dell,712.0,5.0,2,True,"mobile,accessories,dell"
B0054LQK0E,Product 4LQK0E,Networking,Peripherals,Bose,305.67,4.909090909090909,11,True,"networking,peripherals,bose"
B0002Y6CYM,Product 2Y6CYM,Camera,Peripherals,HP,19.86,5.0,1,True,"camera,peripherals,hp"
B00D77JY6O,Product 77JY6O,Mobile,Gadgets,LG,863.97,4.0,1,False,"mobile,gadgets,lg"
B0002MQGKO,Product 2MQGKO,Audio,Accessories,Samsung,111.17,4.571428571428571,7,True,"audio,accessories,samsung"
B004V4IWHY,Product V4IWHY,Mobile,Devices,Anker,1473.31,4.7272727272727275,33,True,"mobile,devices,anker"
B00F3ZN0CC,Product 3ZN0CC,Wearables,Components,Samsung,733.56,3.125,8,True,"wearables,components,samsung"
B001G04VJO,Product G04VJO,Networking,Gadgets,Dell,813.07,3.7142857142857144,7,True,"networking,gadgets,dell"
B001FVI91U,Product FVI91U,Camera,Peripherals,JBL,1340.15,4.913043478260869,23,True,"camera,peripherals,jbl"
B00452V66G,Product 52V66G,Camera,Devices,Bose,1422.26,3.4,20,True,"camera,devices,bose"
B00CRXZMXI,Product RXZMXI,Gaming,Devices,Bose,1400.02,5.0,2,True,"gaming,devices,bose"
B009EP2KG4,Product EP2KG4,Audio,Peripherals,Anker,668.98,4.5,2,True,"audio,peripherals,anker"
B004JR9V8M,Product JR9V8M,Computers,Peripherals,Canon,337.75,4.5,2,True,"computers,peripherals,canon"
B00005B8HO,Product 05B8HO,Computers,Gadgets,LG,1337.89,4.666666666666667,3,False,"computers,gadgets,lg"
B0018YSK0E,Product 8YSK0E,Mobile,Accessories,Anker,394.63,4.0,2,True,"mobile,accessories,anker"
B003VYEYE0,Product VYEYE0,Gaming,Gadgets,Logitech,486.23,4.2727272727272725,22,True,"gaming,gadgets,logitech"
B00005KHSM,Product 05KHSM,Electronics,Accessories,HP,180.66,5.0,1,True,"electronics,accessories,hp"
B000FBSREU,Product FBSREU,Mobile,Devices,Dell,1284.1,4.8,5,True,"mobile,devices,dell"
B005FJ7OF0,Product FJ7OF0,Gaming,Components,Canon,1368.54,4.333333333333333,21,True,"gaming,components,canon"
B0019SEGUW,Product 9SEGUW,Audio,Peripherals,Sony,1221.43,3.5,2,True,"audio,peripherals,sony"
B001DVZXC0,Product DVZXC0,Audio,Gadgets,Canon,463.72,4.391304347826087,23,True,"audio,gadgets,canon"
B00B3YQGHS,Product 3YQGHS,Audio,Devices,Sony,1213.49,4.333333333333333,3,False,"audio,devices,sony"
B0013OM528,Product 3OM528,Audio,Gadgets,Bose,191.16,4.0,5,True,"audio,gadgets,bose"
B000V8RCTS,Product V8RCTS,Audio,Accessories,Canon,1173.97,3.625,8,True,"audio,accessories,canon"
B0062IPIPQ,Product 2IPIPQ,Gaming,Peripherals,Samsung,1413.98,4.403846153846154,52,True,"gaming,peripherals,samsung"
B005ISV72Y,Product ISV72Y,Gaming,Accessories,Apple,365.43,1.0,1,True,"gaming,accessories,apple"
B000V1O1JO,Product V1O1JO,Camera,Accessories,Anker,785.76,5.0,1,True,"camera,accessories,anker"
